name,description,styleUrl,icon-opacity,icon-color,icon-scale,icon-offset,icon-offset-units,icon,lon,lat,gx_media_links
Grid Status,Grid data and analytics platform | https://www.gridstatus.io/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-87.7645755,42.1578885,
Catamount Solar,Residential and Commercial solar installation services | https://catamountsolar.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-72.6546051,43.9175181,
Elizabeth River Project,Restoration of the Elizabeth River | https://elizabethriver.org/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-76.2954985,36.8903156,
Xpeng HT aka Xpeng Aeroht,UAM (Urban Air Mobility) technology and hybrid flying car developer | https://www.aeroht.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,113.3747337,23.0488002,
Agrizy,Agribusiness digital marketplace | https://agrizy.in/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.6479708,12.9120289,
Optiml,Real estate decarbonization platform | https://www.optiml.com/en,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,8.5321669,47.3640648,
Deep Fission,Nuclear power energy provider | https://deepfission.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2525243,37.8560018,
Space Intelligence,MRV platform for nature-based projects | https://www.space-intelligence.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-3.2023409,55.9528518,
Calectra,"High-temperature thermal energy storage | https://calectra.com/ | Location not precise, based in Oakland CA",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2735457,37.8049194,
Nordic Seafarm,Seaweed cultivation and products | |https://nordicseafarm.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,11.5693294,58.5335988,
ChopValue,Recycled wood products | https://chopvalue.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-123.0990486,49.2060379,
PuriFire Energy,Green hydrogen and methanol solutions developer | https://purifire.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,0.1336211,52.1949943,
Clean Electric,Energy storage solutions service | https://www.cleanelectric.in/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,73.8488829,18.7158044,
New School Foods,Plant-based seafoods | https://www.newschoolfoods.co/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-79.4285546,43.6416864,
HabiTerre,Productivity and efficiency insights platform | https://www.habiterre.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-88.240676,40.0911284,
WattAlps,advanced lithium batteries | https://www.wattalps.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,5.5756842,45.3223554,
Moxy OID (Vancouver),Forestry biomass waste-based building materials | https://moxyoid.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-123.1178822,49.2875265,
Moxy OID (Las Vegas),Forestry biomass waste-based building materials | https://moxyoid.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-115.1986423,36.084291,
Moxy OID (Netherlands),Forestry biomass waste-based building materials | https://moxyoid.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,5.4114417,51.5004728,
Sigma Lithium,Lithium project developer | https://www.sigmalithium.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-1.2286653,51.6577632,
"WeMo Scooter
",E-scooter rental services | https://www.wemoscooter.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,121.5460624,25.0525654,
GreenFire Energy,Geothermal energy developer | https://www.greenfireenergy.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.0598121,37.9043729,
Eavor,Geothermal energy developer | https://www.eavor.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-114.0981256,51.0433685,
Calyxia,Sustainable eco-engineered microcapsule and microparticle solutions | https://calyxia.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.4958552,48.7707641,
Galy,Lab-grown cotton | https://www.galy.co/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.0733004,42.3797046,
Mantel,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-71.0965202,42.3626408,
Carbyon,Direct air capture developer | https://carbyon.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,5.4573068,51.4138452,
Switch Bioworks,Microbe-based fertilizer | https://www.switchbioworks.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.2492724,37.5033721,
Reonic (Augsburg),Renewable technology sales software platform | https://reonic.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,10.9185018,48.3631825,
Reonic (Berlin),Renewable technology sales software platform | https://reonic.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,13.4052562,52.5213883,
elleThermo,Developer of electricity from heat | https://ellethermo.studio.site,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,139.750115,35.6677446,
Involve Space,Stratospheric monitoring systems | https://www.involvespace.eu/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,9.1120223,45.7954596,
Signol,Behavior change platform to improve fuel efficiency | https://www.signol.io/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1367714,51.5150614,
Cellva Ingredients,Cellular agriculture platform | https://cellva.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-46.7339636,-23.5397872,
Wattnow,iOT energy management solutions | https://wattnow.io/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,10.3077636,36.8304577,
CarbonX,Carbon removals (CDR) procurement and management platform | https://carbonx.world/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.3445295,48.8863661,
Photon Marine,Electric outboard motor manufacturer | https://www.photonmarine.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.656933,45.519473,
Elum Energy,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,18.4221654,-33.9177757,
Reverion,Biogas powerplant development | https://reverion.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,11.0252804,48.0962223,
Fuse Energy Technologies Corp,Fusion energy developer | https://www.f.energy/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.1669993,37.702239,
Allegro Energy,Redox energy storage developer | https://www.allegro.energy/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,151.6288471,-32.786802,
Puraffinity,Wastewater treatment solutions | https://www.puraffinity.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.2233518,51.5138196,
Standing Ovation,Alternative dairy products | https://www.standing-ovation.co/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.3247576,48.8338554,
Ogre (Bucharest),Energy management system software platform | https://ogre.ai,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,26.1045318,44.4798922,
Ogre (London),Energy management system software platform | https://ogre.ai,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1572415,51.4941118,
Dharaksha,,#icon-1899-0288D1-nodesc,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,77.274717,28.3181151,
Paebbl,Carbon capture for carbon-negative material generation | https://paebbl.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,18.0695301,59.3362465,
Molg,Circular manufacturing platform | https://www.molg.ai/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-77.439589,38.881951,
14Trees,Eco-friendly 3D building printing | https://www.14trees.com | Multiple projects in Africa,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,8.1671574,47.4264329,
Joby Aviation,Electric plan manufacturer | https://www.jobyaviation.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.035058,36.9867287,
Last Mile Food Rescue,Food waste reduction | https://lastmilefood.org/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-84.46754,39.151684,
Brineworks,Ocean-based CO2 removal technology |https://brineworks.tech/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,4.9545559,52.3554916,
1PointFive,Direct air capture (DAC) technology | https://www.1pointfive.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-95.4313663,29.7308652,
Abolis Biotechnologies,"Sustainable, custom bio-based industrial solutions | https://www.abolis.fr/",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,2.4494171,48.6178574,
Holocene,Direct air capture | https://theholocene.co/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-83.9791881,35.9538367,
Pearl Edison,Energy-efficient home heating and cooling systems | https://www.pearledison.com,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-83.0755441,42.3283433,
Pairwise,Genome-editing platform for developing more sustainable produce | https://www.pairwise.com/home,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-78.881191,35.8930682,
DeepDrive,Powertrains for electric motors | https://www.deepdrive.tech/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,11.60475,48.25323,
Umbra (CA),Space systems for high-resolution earth observation | http://www.umbra.space/ | ,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-119.6975369,34.421866,
Umbra (VA),Space systems for high-resolution earth observation | http://www.umbra.space/ |  | Location not precise | office in Arlington VA,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-77.1097786,38.8441644,
Umbra (TX),Space systems for high-resolution earth observation | http://www.umbra.space/ |  Location not precise; office in Downtown Austin,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-97.7416017,30.2690989,
FlexGen Power Systems ,"Energy storage technology | https://www.flexgen.com/ | Remote work options: Yes, remote first",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-78.90271,35.99221,
Factory OS,Weather-resistant modular homes developer | https://factoryos.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.265034,38.0928973,
Neta Auto,Electric vehicle manufacturer | https://www.hozonauto.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,121.39671,31.23965,
Aikosolar,Solar cells manufacturer | https://www.aikosolar.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,113.0037275,23.2411386,
First Solar (AB),Comprehensive PV solar manufacturing and PV power plant provider | https://www.firstsolar.com and https://bit.ly/3sxrcO4 for US jobs,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-87.1248238,34.6077831,
Ceibo,Science-based solutions for environmentally responsible mining | www.ceibo.tech,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-70.6154425,-33.4977856,
Datamaran,ESG risk management platform | https://www.datamaran.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.08275,51.501808,
Ecovative Design,Mycelium technology for sustainable food and materials | https://ecovative.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-73.695351,42.753047,
MiAlgae (Edinburgh),Microalgae as sustainable omega-3 source | https://www.mialgae.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-3.3165901,55.9168538,
Phlair,Modular DAC | https://phlair.com/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,11.6855689,48.2383136,
Brightband,"AI-based weather forecasting platform | https://www.brightband.com/ | Location not precise, based in San Francisco",#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-122.4219046,37.7722158,
Safire (VA),Safe impact resistant electrolyte technology | https://www.safire.co/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-77.2215429,38.923256,
Safire (TN),Safe impact resistant electrolyte technology | https://www.safire.co/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-83.9529546,35.9426393,
Lightium,Thin-film lithium niobate (TFLN) developer | https://lightium.co/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,8.4572209,47.399375,
"Zevero (HQ, UK)",Carbon accounting software | https://www.zevero.earth/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,-0.1902485,51.446818,
Zevero (Singapore),Carbon accounting software | https://www.zevero.earth/,#icon-1899-0288D1,1,#0288d1,1,"32,64","pixels,insetPixels",https://www.gstatic.com/mapspro/images/stock/503-wht-blank_maps.png,103.8526513,1.2822004,
